-2.76,5.46,-0.01,-0.03,0.02
922245,7.77,-2.86,5.47,-0.02,-0.03,0.03
922258,7.77,-2.99,5.44,-0.03,-0.04,0.02
922271,7.79,-3.03,5.40,-0.02,-0.04,0.01
922284,7.78,-3.04,5.34,-0.01,-0.04,0.00
922297,7.77,-2.84,5.41,0.04,-0.02,-0.01
922310,7.77,-2.77,5.44,0.04,-0.02,-0.01
922323,7.77,-2.79,5.43,0.02,-0.02,0.00
922336,7.76,-2.83,5.47,-0.01,-0.03,0.01
922349,7.76,-2.82,5.47,-0.01,-0.03,0.01
922362,7.76,-2.82,5.48,-0.01,-0.03,0.01
922375,7.76,-2.84,5.43,-0.01,-0.04,0.02
922388,7.77,-2.91,5.45,-0.03,-0.04,0.02
922401,7.78,-2.94,5.43,-0.03,-0.04,0.02
922414,7.79,-2.98,5.36,-0.03,-0.04,0.01
922427,7.78,-2.97,5.39,-0.01,-0.04,0.00
922440,7.78,-2.93,5.37,0.00,-0.03,-0.00
922453,7.77,-2.93,5.39,0.00,-0.03,-0.00
922466,7.77,-2.83,5.40,0.01,-0.03,-0.01
922479,7.78,-2.86,5.40,0.01,-0.03,-0.00
922492,7.78,-2.91,5.42,0.01,-0.03,-0.00
922505,7.78,-2.86,5.43,0.02,-0.02,-0.00
922518,7.76,-2.79,5.45,0.03,-0.02,-0.00
922531,7.75,-2.76,5.48,0.02,-0.03,0.00
922544,7.75,-2.80,5.49,-0.01,-0.04,0.02
922557,7.76,-2.88,5.45,-0.04,-0.04,0.02
922570,7.76,-2.97,5.40,-0.04,-0.05,0.02
922583,7.79,-3.07,5.34,-0.01,-0.04,0.01
922596,7.79,-3.05,5.38,0.01,-0.03,-0.00
922609,7.78,-2.96,5.41,0.02,-0.03,-0.01
922622,7.78,-2.85,5.40,0.03,-0.03,-0.02
922635,7.76,-2.82,5.47,0.02,-0.03,-0.02
922648,7.75,-2.80,5.49,0.02,-0.03,-0.01
922661,7.78,-2.78,5.38,0.00,-0.04,0.00
922674,7.79,-2.84,5.36,-0.01,-0.04,0.01
922687,7.77,-2.90,5.43,-0.00,-0.03,0.01
922700,7.77,-2.79,5.47,0.01,-0.03,0.01
922713,7.77,-2.81,5.44,0.00,-0.04,0.03
922726,7.78,-2.85,5.40,-0.02,-0.05,0.03
922739,7.79,-2.92,5.33,-0.04,-0.04,0.03
922752,7.80,-3.04,5.30,-0.02,-0.03,0.02
922765,7.81,-3.11,5.33,0.00,-0.03,0.01
922778,7.79,-3.03,5.40,0.02,-0.02,-0.01
922791,7.76,-2.75,5.50,0.04,-0.02,-0.01
922804,7.75,-2.75,5.50,0.02,-0.03,0.00
922816,7.77,-2.76,5.43,-0.00,-0.04,0.01
922829,7.79,-2.94,5.39,-0.02,-0.04,0.02
922842,7.79,-3.00,5.39,-0.01,-0.04,0.02
922855,7.79,-3.01,5.36,0.01,-0.04,0.01
922868,7.78,-2.88,5.43,0.02,-0.03,-0.00
