0.03,0.00
149208,9.14,-3.08,1.87,0.02,-0.03,0.01
149221,9.13,-3.17,1.88,0.02,-0.03,0.02
149234,9.14,-3.21,1.93,0.01,-0.03,0.02
149247,9.16,-3.28,1.84,-0.02,-0.04,0.02
149260,9.15,-3.33,1.83,-0.02,-0.04,0.01
149273,9.15,-3.30,1.82,0.00,-0.04,0.01
149286,9.16,-3.22,1.80,0.01,-0.04,0.00
149299,9.17,-3.23,1.82,-0.01,-0.03,-0.00
149312,9.16,-3.18,1.73,-0.02,-0.03,-0.01
149325,9.16,-3.19,1.81,0.00,-0.02,0.00
149338,9.17,-3.22,1.80,0.02,-0.01,0.00
149351,9.15,-3.20,1.85,0.02,-0.01,0.00
149364,9.13,-3.19,1.93,0.01,-0.02,0.00
149377,9.13,-3.17,1.96,0.02,-0.02,0.01
149390,9.14,-3.14,1.91,0.01,-0.03,0.01
149403,9.15,-3.27,1.83,-0.02,-0.04,0.01
149416,9.14,-3.25,1.84,-0.02,-0.04,0.01
149429,9.14,-3.24,1.89,-0.01,-0.04,0.01
149442,9.15,-3.20,1.80,0.01,-0.04,0.01
149455,9.15,-3.19,1.79,-0.01,-0.04,0.01
149468,9.14,-3.24,1.81,-0.02,-0.04,0.00
149481,9.14,-3.21,1.87,0.01,-0.03,0.00
149494,9.14,-3.20,1.85,0.01,-0.03,0.00
149507,9.15,-3.20,1.78,0.01,-0.03,0.00
149520,9.14,-3.31,1.85,-0.00,-0.03,0.00
149533,9.14,-3.26,1.88,0.01,-0.03,-0.00
149546,9.13,-3.16,1.93,0.04,-0.03,-0.00
149559,9.13,-3.05,1.89,0.04,-0.04,0.00
149572,9.14,-3.13,1.81,-0.03,-0.05,0.01
149585,9.16,-3.20,1.77,-0.05,-0.05,0.02
149598,9.15,-3.30,1.82,-0.05,-0.04,0.02
149611,9.17,-3.34,1.73,0.00,-0.03,0.01
149624,9.16,-3.26,1.76,0.02,-0.02,0.00
149637,9.14,-3.21,1.83,0.02,-0.02,0.00
149650,9.14,-3.18,1.86,0.01,-0.02,0.00
149663,9.15,-3.14,1.87,0.02,-0.03,0.01
149676,9.13,-3.10,1.91,0.02,-0.03,0.01
149689,9.14,-3.22,1.84,-0.03,-0.04,0.02
149702,9.16,-3.30,1.80,-0.04,-0.04,0.02
149715,9.15,-3.36,1.83,-0.04,-0.03,0.01
