2
614515,7.22,-3.71,5.62,0.02,-0.02,-0.02
614528,7.24,-3.64,5.64,0.03,-0.02,-0.02
614541,7.22,-3.53,5.69,0.03,-0.02,-0.01
614554,7.21,-3.47,5.75,0.02,-0.02,0.01
614567,7.20,-3.54,5.76,0.00,-0.03,0.02
614580,7.25,-3.82,5.66,-0.04,-0.04,0.03
614593,7.24,-3.88,5.66,-0.03,-0.04,0.02
614606,7.24,-3.89,5.63,-0.02,-0.04,0.01
614619,7.25,-3.77,5.62,0.01,-0.03,-0.01
614632,7.24,-3.69,5.65,0.01,-0.03,-0.01
614645,7.23,-3.69,5.64,0.00,-0.03,-0.01
614658,7.25,-3.65,5.59,0.01,-0.02,-0.01
614671,7.23,-3.64,5.69,0.02,-0.01,-0.00
614684,7.21,-3.64,5.75,0.02,-0.01,0.00
614697,7.22,-3.62,5.76,0.02,-0.03,0.01
614710,7.23,-3.65,5.75,0.00,-0.03,0.02
614723,7.24,-3.73,5.69,-0.02,-0.04,0.02
614736,7.26,-3.84,5.57,-0.03,-0.05,0.02
614749,7.27,-3.83,5.56,-0.02,-0.04,0.01
614762,7.26,-3.85,5.62,-0.01,-0.04,0.00
614775,7.27,-3.82,5.58,-0.01,-0.04,-0.00
614788,7.26,-3.72,5.58,0.01,-0.02,-0.02
614801,7.23,-3.62,5.69,0.03,-0.01,-0.02
614814,7.20,-3.57,5.74,0.04,-0.01,-0.01
614827,7.19,-3.58,5.78,0.02,-0.02,0.01
614840,7.19,-3.62,5.78,-0.01,-0.03,0.02
614853,7.22,-3.71,5.71,-0.03,-0.04,0.02
614866,7.26,-3.87,5.60,-0.04,-0.05,0.02
614879,7.26,-3.93,5.60,-0.04,-0.05,0.02
614892,7.27,-3.95,5.55,-0.02,-0.05,0.00
614905,7.25,-3.87,5.53,0.03,-0.02,-0.02
614918,7.24,-3.73,5.60,0.06,-0.01,-0.03
614931,7.20,-3.64,5.71,0.06,-0.00,-0.03
614944,7.21,-3.52,5.74,0.03,-0.01,-0.02
614957,7.19,-3.53,5.80,0.02,-0.02,-0.00
614970,7.21,-3.56,5.76,0.00,-0.03,0.01
614983,7.25,-3.81,5.63,-0.02,-0.05,0.02
614996,7.26,-3.87,5.57,-0.03,-0.05,0.02
615009,7.28,-3.92,5.55,-0.02,-0.04,0.01
615022,7.26,-3.85,5.58,0.00,-0.03,-0.00
615035,7.24,-3.81,5.61,0.03,-0.02,-0.03
615048,7.23,-3.77,5.67,0.03,-0.01,-0.03
615061,7.24,-3.62,5.73,0.04,-0.01,-0.03
615074,7.25,-3.49,5.75,0.03,-0.03,-0.02
615087,7.26,-3.52,5.69,-0.01,-0.04,-0.00
615100,7.27,-3.59,5.61,-0.04,-0.05,0.00
615113,7.26,-3.71,5.51,-0.03,-0.04,0.02
615126,7.23,-3.73,5.58,0.00,-0.02,0.02
615139,7.21,-3.76,5.71,0.03,-0.01,0.02
615152,7.18,-3.74,5.83,0.03,-0.01,0.01
615165,7.20,-3.74,5.84,0.01,-0.02,0.00
615178,7.22,-3.77,5.83,-0.00,-0.03,-0.00
615191,7.27,-3.69,5.67,-0.03,-0.05,-0.01
615204,7.28,-3.66,5.60,-0.03,-0.06,-0.01
615217,7.27,-3.65,5.54,-0.03,-0.06,-0.01
615230,7.26,-3.69,5.49,-0.02,-0.04,-0.00
615243,7.25,-3.66,5.54,0.00,-0.03,0.00
615256,7.23,-3.66,5.61,0.02,-0.01,0.01
615269,7.23,-3.78,5.68,0.02,-0.01,0.01
615282,7.22,-3.77,5.75,0.02,-0.01,0.01
615295,7.19,-3.70,5.83,0.02,-0.01,0.00
615308,7.21,-3.69,5.82,0.02,-0.02,0.00
615321,7.24,-3.69,5.70,-0.03,-0.05,0.00
615334,7.26,-3.72,5.62,-0.05,-0.06,-0.00
615347,7.28,-3.77,5.54,-0.04,-0.06,-0.00
615360,7.28,-3.75,5.51,-0.01,-0.05,-0.00
615373,7.25,-3.66,5.54,0.00,-0.04,-0.00
615386,7.25,-3.63,5.59,0.01,-0.03,0.00
615399,7.23,-3.73,5.64,0.01,-0.02,0.01
615412,7.23,-3.77,5.65,0.01,-0.01,0.01
615425,7.23,-3.79,5.73,0.02,-0.01,0.01
615438,7.24,-3.76,5.74,0.01,-0.03,-0.01
615451,7.24,-3.76,5.69,-0.00,-0.04,-0.01
615464,7.26,-3.67,5.65,-0.01,-0.04,-0.01
615477,7.25,-3.64,5.65,-0.00,-0.04,-0.00
615490,7.25,-3.66,5.60,-0.01,-0.04,0.00
615503,7.26,-3.68,5.55,-0.01,-0.04,0.00
615516,7.24,-3.76,5.63,0.00,-0.02,0.01
615529,7.24,-3.68,5.65,0.02,-0.01,0.00
615542,7.22,-3.66,5.74,0.03,-0.01,0.01
615555,7.22,-3.69,5.76,-0.00,-0.03,0.01
615568,7.23,-3.74,5.71,-0.02,-0.04,0.01
615581,7.25,-3.78,5.66,-0.02,-0.04,0.01
615594,7.26,-3.81,5.61,-0.01,-0.04,-0.00
615607,7.26,-3.77,5.59,-0.00,-0.04,-0.01
615620,7.25,-3.74,5.58,-0.00,-0.04,-0.01
615633,7.26,-3.63,5.58,0.00,-0.03,-0.01
615646,7.24,-3.61,5.63,0.01,-0.02,-0.00
615659,7.24,-3.60,5.68,0.01,-0.02,0.00
615672,7.23,-3.64,5.71,0.01,-0.02,0.01
615685,7.23,-3.78,5.72,-0.01,-0.03,0.01
615698,7.25,-3.88,5.64,-0.02,-0.04,0.01
615711,7.26,-3.88,5.61,-0.01,-0.04,-0.00
615724,7.26,-3.73,5.61,0.01,-0.03,-0.02
615737,7.26,-3.65,5.61,0.01,-0.03,-0.02
615750,7.25,-3.59,5.62,0.01,-0.03,-0.01
615763,7.23,-3.58,5.66,0.00,-0.03,0.00
615776,7.23,-3.62,5.67,-0.00,-0.03,0.01
615789,7.24,-3.69,5.67,-0.01,-0.03,0.02
615802,7.24,-3.72,5.70,-0.00,-0.03,0.02
615815,7.24,-3.73,5.69,-0.00,-0.04,0.01
615828,7.23,-3.76,5.69,-0.01,-0.04,0.01
615841,7.26,-3.83,5.63,-0.02,-0.04,0.00
615854,7.27,-3.77,5.57,-0.01,-0.04,-0.00
615867,7.25,-3.75,5.64,-0.00,-0.04,-0.00
615880,7.25,-3.69,5.63,0.00,-0.03,-0.01
615893,7.26,-3.70,5.61,-0.00,-0.03,-0.00
615906,7.27,-3.70,5.57,-0.01,-0.03,-0.00
615919,7.25,-3.69,5.67,0.00,-0.02,-0.00
615932,7.23,-3.65,5.71,0.02,-0.02,0.00
615945,7.22,-3.61,5.74,0.02,-0.03,0.01
615958,7.22,-3.65,5.72,0.00,-0.03,0.01
615971,7.25,-3.74,5.63,-0.04,-0.05,0.01
615984,7.26,-3.79,5.59,-0.03,-0.05,0.01
615997,7.27,-3.81,5.59,-0.02,-0.05,0.01
616010,7.25,-3.78,5.59,-0.00,-0.04,0.00
616023,7.26,-3.76,5.60,0.00,-0.03,-0.00
616036,7.26,-3.73,5.61,0.00,-0.03,-0.01
616049,7.26,-3.70,5.63,0.00,-0.02,-0.01
616062,7.25,-3.69,5.67,0.01,-0.02,-0.01
616075,7.24,-3.63,5.68,0.01,-0.02,-0.00
616088,7.24,-3.69,5.68,0.01,-0.03,0.01
616101,7.24,-3.71,5.66,-0.00,-0.03,0.01
616114,7.24,-3.73,5.67,-0.01,-0.04,0.01
616127,7.26,-3.80,5.61,-0.03,-0.04,0.00
616140,7.26,-3.76,5.62,-0.02,-0.04,-0.00
616153,7.26,-3.73,5.63,-0.02,-0.04,-0.01
616166,7.25,-3.69,5.61,-0.02,-0.03,-0.00
616179,7.26,-3.67,5.58,-0.02,-0.03,0.00
